databaseId	type	name	rewardText	mainText	hitPoints	cost	attack	resources	force	cardBack	traits	flavorText	targetValue	unique	imageUrl	quantity	faction
cw_g28	Unit	LAAT Gunship	Gain 4 [resource].	Reveal the top card of your deck. If it is a Jedi or Trooper, you may draw it.	4	4		4		card	Transport.	Clones and Jedi alike have come to respect the Low Altitude Assault Transport gunship.	4	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g28.png	2	Republic
cw_g29	Unit	V-19 Torrent	Gain 1 [resource].	Reveal the top card of your deck. You may discard it.	1	1	2			card	Fighter.	The V-19 Torrent was an early-war design created to escort the less maneuverable LAAT gunship.	1	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g29.png	2	Republic
cw_g3	Unit	Asajj Ventress	Purchase a card of your faction for free.	Discard each neutral unit from the galaxy row (and 1 enemy unit if the [force] is with you).	7	7	5		2	card	Scoundrel.		7	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g3.png	1	Separatist
cw_g30	Unit	Arc Trooper	Gain 3 [resource].	If you have a Jedi or another Trooper in play, deal 2 damage to your opponent's base.	3	3	3			card	Trooper.			0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g30.png	3	Republic
cw_g31	Unit	Aurra Sing		While there is a Bounty Hunter in the galaxy row, Aurra Sing gains 2 [attack].		2	1		1	card	Bounty Hunter.	A Palliduvan ex-Jedi, Aurra Sing is an infamous markswoman, preferring to take assassination contracts where she can use her sniper rifle.	1	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g31.png	1	Neutral
cw_g32	Unit	Cad Bane		If you have at least 3 neutral cards in play, choose: Destroy a capital ship your opponent has in play, or exile 1 card from your hand or discard pile.		6	4	2		card	Bounty Hunter.	With the right crew, the creatively cunning Cad Bane pulls off unthinkable tasks such as infiltrating the Jedi Temple and staging prison breaks.		1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g32.png	1	Neutral
cw_g33	Unit	Embo		Embo gains 1 [attack] for each other neutral card you have in play (to a maximum of +6 [attack]).		4	2	2		card	Bounty Hunter.	Embo, a soft-spoken Kyuzo, is famous for fighting with his bowcaster and using his large hat as both a shield and a thrown weapon.		1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g33.png	1	Neutral
cw_g34	Unit	Fett's Firespray		Add a neutral unit from your discard pile to your hand. If it is a Bounty Hunter, that unit gains 2 [attack] while attacking a target in the galaxy row this turn.		7	4	3		card	Transport.	Jango Fett (and eventually Boba Fett) hunted and transported countless bounties in this iconic craft.		1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g34.png	1	Neutral
cw_g35	Unit	Hondo Ohnaka		When you purchase a card with a cost of 4 or more, draw 1 card.		8	4	4		card	Scoundrel.	As the leader of the Ohnaka Gang, the notorious Weequay pirate king Hondo Ohnaka attempts to leverage every interaction he has to find profits.	2	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g35.png	1	Neutral
cw_g36	Unit	Jango Fett		When Jango Fett defeats a target in the galaxy row, draw 1 card.		5	5			card	Bounty Hunter.	Despite being the template for all clone troopers, Jango Fett still takes independent contracts without the Republic's consent.		1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g36.png	1	Neutral
cw_g37	Unit	Jar Jar Binks		When you purchase or play Jar Jar Binks, you may spend 2 [resource] to gain 1 [force] and place him in your opponent's discard pile.		0				card	Outcast.	Although initially an outcast from his society, Jar Jar stumbled his way into being a Bombad General and eventually a Nabooian Senator.		1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g37.png	1	Neutral
cw_g38	Unit	Latts Razzi		When Latts Razzi defeats a target in the galaxy row, gain 1 [resource] for each Bounty Hunter in play and in the galaxy row.		3	3			card	Bounty Hunter.	Often willing to team up with other bounty hunters for the biggest scores, this stylish Theelin specializes in using an unusual grappling boa during combat.		1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g38.png	1	Neutral
cw_g39	Unit	Zam Wesell		When you play Zam Wesell, choose: She gains 2 [attack], 2 [resource], or 2 [force] this turn.		3				card	Bounty Hunter.	A slippery Clawdite, Zam Wesell uses her natural abilities to adapt on the fly during missions, sometimes even disguising herself as her target.		1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g39.png	1	Neutral
cw_g4	Unit	Count Dooku	Gain 4 [resource] and 4 [force].	If the Force is with you, swap a unit in the galaxy row with a non-starter card from your exile pile.	8	8	6		2	card	Sith.		8	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g4.png	1	Separatist
cw_g40	Unit	Assassin Droid		This unit can attack a neutral unit in the galaxy row using that unit's cost as its target value. If you defeat that unit, gain [resource] equal to its cost. You can commit other units to this attack.		4	4			card	Bounty Hunter. Droid.	Without the empathy shared by most organics, some assassin droids are built as merciless hunters.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g40.png	2	Neutral
cw_g41	Unit	Gauntlet Starfighter		Exile this unit to purchase a card from the galaxy discard pile as if it were in the galaxy row and add that card to your hand.		4		4		card	Transport.	Although not as nimble as its smaller cousin the Fang Fighter, Mandalorians use the Kom'rk-class fighter as both a troop transport and a starfighter.	4	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g41.png	2	Neutral
cw_g42	Unit	Hutt Fighter		Spend 2 [resource] to have this unit gain 2 [force].		3		3		card	Fighter.	Always looking to make credits, the Hutts are not above exploiting the uncertain situations created by galaxy-spanning wars.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g42.png	2	Neutral
cw_g43	Unit	Protocol Droid		Exile this card to discard cards from the top of the galaxy deck until you discard a card of your faction. Swap that card with a neutral unit in the galaxy row.		1		2		card	Droid.	Coming in all shapes and sizes, each chassis is designed to perfectly suit the needs of the client.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g43.png	2	Neutral
cw_g44	Unit	Super Commando		When you purchase this unit, add him to your hand (and you may exile 1 card from your hand or discard pile if the Force is with you).		3	3			card	Trooper.	These Mandalorians are loyal to Maul following his possession of the dark saber and his subsequent victory over Pre Vizsla in traditional single combat.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g44.png	2	Neutral
cw_g45	Unit	Underworld Contact		If the Force is with you, spend 2 fewer [resource] on the next neutral card you purchase.		2		1	1	card	Scoundrel.	When it comes to getting ahead of your competition, sometimes it is not what you know, but who you know.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g45.png	2	Neutral
cw_g46	Unit	Weequay Pirate		If you have another neutral card in play, draw 1 card.		1	2			card	Trooper.	Originating from the desert planet Sriluur in Hutt space, many Weequay easily find work as mercenaries, pirates, or bodyguards.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g46.png	2	Neutral
cw_g5	Unit	General Grievous	Gain 3 [resource] and 2 [force].	When General Grievous defeats a target in the galaxy row, exile a Droid from your hand. If you do, receive that target's reward a second time.	5	5	5			card	Officer.		1	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g5.png	1	Separatist
cw_g6	Unit	Nute Gunray	Gain 1 [force].	The next time a card leaves the galaxy row this turn, replace it with a non-starter card from your exile pile.	2	2		2		card	Officer.		2	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g6.png	1	Separatist
cw_g7	Unit	Wat Tambor	Gain 2 [force].	Discard 1 neutral card from the galaxy row. If the Force is with you, you may replace it with a Separatist card from the galaxy discard pile.	3	3	2		1	card	Officer.		3	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g7.png	1	Separatist
cw_g8	Unit	Droideka	Gain 2 [force].	If you exiled at least 1 card this turn, this unit gains 2 [attack].	3	3	3			card	Droid.	Protected by personal deflector shields, Droidekas make for formidable opponents.	3	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g8.png	2	Separatist
cw_g9	Unit	Magnaguard	Gain 3 [force].	While Magnaguard is in play, each of your unique (◆) units gains 1 [attack] (2 [attack] instead if the Force is with you).	4	4	3		1	card	Droid. Trooper.		4	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g9.png	2	Separatist
cw_ncs1	CapitalShip	Aurore-class Freighter		When this card is defeated, each player may exile 1 card from their hand or discard pile.	3	3		2		card		Often associated with Zygerrian slavers, the YV-865 Aurore-class is a general-purpose freighter seen throughout the galaxy.	2	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ncs1.png	2	Neutral
cw_ncs2	CapitalShip	Dreadnought-class Cruiser		While Dreadnought-class Cruiser is in play, each of your neutral units gains 1 [attack].	5	5	2			card		Despite its age, this centuries-old craft has been used time and time again as the basis for new ship designs.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ncs2.png	2	Neutral
cw_ncs3	CapitalShip	Space Yacht			4	4		2		card		Often a source of pride and only available to the extravagantly wealthy, large privately-owned ships are sometimes mobilized to assist in the war effort, willingly or otherwise.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ncs3.png	3	Neutral
cw_orp1	Unit	Outer Rim Pilot		Exile this unit to gain 1 [resource].		2		2		card		Most of the best freighter pilots are to be found here. — Obi-Wan Kenobi		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_orp1.png	10	Neutral
cw_rb1	Base	Rishi		Start the game with this base in play.	8					rebelBase	Republic Outpost.			1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb1.png	1	Republic
cw_rb10	Base	Ryloth		When you reveal Ryloth, exile 1 enemy card from the galaxy row and place 1 card from your discard pile on top of your deck.	16					rebelBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb10.png	1	Republic
cw_rb2	Base	Anaxes		When you reveal Anaxes, purchase a Republic or neutral card from the galaxy row for free and add it to your hand.	10					rebelBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb2.png	1	Republic
cw_rb3	Base	Christophsis		When you reveal Christophsis, deal 4 damage to it. When you play a Transport, repair 1 damage from this base.	14					rebelBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb3.png	1	Republic
cw_rb4	Base	Coruscant		When your turn begins, reveal the top card of your deck. You may discard that card.	16					rebelBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb4.png	1	Republic
cw_rb5	Base	Ilum		When you reveal Ilum, gain 4 [force].	14					rebelBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb5.png	1	Republic
cw_rb6	Base	Kamino		When you play a Trooper for the first time each turn, add a Trooper from your discard pile to your hand.	14					rebelBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb6.png	1	Republic
cw_rb7	Base	Kashyyyk		When you reveal Kashyyyk, exile up to 3 cards from your hand or discard pile.	12					rebelBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb7.png	1	Republic
cw_rb8	Base	Naboo		While Naboo is your base, each of your capital ships gains 2 hit points.	12					rebelBase				0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb8.png	1	Republic
cw_rb9	Base	Rodia		When you play a neutral card for the first time each turn, draw 1 card.	14					rebelBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb9.png	1	Republic
cw_rcs1	CapitalShip	Consular-Class Cruiser		Swap a card in your hand with the top card of your deck.	2	2		2		card	Capital Ship.	Primarily used to transport Jedi and diplomats across the galaxy, the Consular-class cruiser is an oft cherished Republic vessel.	2	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rcs1.png	2	Republic
cw_rcs2	CapitalShip	Acclamator-Class Ship		Place the next card you purchase this turn on top of your deck.	5	5		3		card		Heralding the sudden appearance of the Clone Army, the Acclamator-class Assault Ships are now important Republic assets.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rcs2.png	2	Republic
cw_rcs3	CapitalShip	Venator-Class Destroyer		While Venator-class Destroyer is in play, each of your Fighter units gains 1 [force].	7	7	3			card		The original class of Star Destroyer, the Venator is the first of its kind and instills fear in all who oppose it.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rcs3.png	2	Republic
cw_rs1	Unit	Republic Shuttle				0		1		card	Transport.	With many different shuttles available to the Republic, the Eta-class shuttle is a good choice regardless of the friendliness of the destination.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rs1.png	7	Republic
cw_rs2	Unit	Clone Trooper				0	2			card	Trooper.	Grown under ideal laboratory conditions, each clone trooper is trained from the start to be both a loyal and proficient soldier.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rs2.png	2	Republic
cw_rs3	Unit	Jedi Knight		When you play Jedi Knight, choose: They gain 1 [attack], 1 [resource], or 1 [force] this turn.		0				card	Jedi.	Lauded by some as peacekeepers, Jedi are taught to use words first before resorting to violence.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rs3.png	1	Republic
cw_sb1	Base	Xorrn		Start the game with this base in play.	8					empireBase	Separatist Outpost.			1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb1.png	1	Separatist
cw_sb10	Base	Dac		When you reveal Dac, purchase a Separatist or neutral card from the galaxy row for free and add it to your hand.	10					empireBase				0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb10.png	1	Separatist
cw_sb2	Base	Cato Neimoidia		When you reveal Cato Neimoidia, discard 1 enemy card from the galaxy row. Replace it with a different enemy card from the galaxy discard pile and gain [resource] equal to the latter card's cost.	14					empireBase	Trade Federation.			1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb2.png	1	Separatist
cw_sb3	Base	Serenno		When you reveal Serenno, gain 4 [force].	14					empireBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb3.png	1	Separatist
cw_sb4	Base	Onderon		When you reveal Onderon, exile up to 3 cards from your hand or discard pile.	12					empireBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb4.png	1	Separatist
cw_sb5	Base	Mygeeto		While Mygeeto is your base, you do not return unspent resources to the supply at the end of your turn.	18					empireBase	Banking Clan.			1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb5.png	1	Separatist
cw_sb6	Base	Mustafar		When you play a neutral card for the first time each turn, draw 1 card.	14					empireBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb6.png	1	Separatist
cw_sb7	Base	Lola Sayu		When you reveal Lola Sayu, place 1 card from your opponent's discard pile facedown under this base. When this base is destroyed, return that card to your opponent's discard pile.	14					empireBase	The Citadel.			1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb7.png	1	Separatist
cw_sb8	Base	Geonosis		Spend [resource] equal to the cost of a Droid in your discard pile to add that card to your hand.	16					empireBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb8.png	1	Separatist
cw_sb9	Base	Felucia		While Felucia is your base, each of your Droid units gains 1 [force].	14					empireBase				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb9.png	1	Separatist
cw_scs1	CapitalShip	Munificent-class Frigate		Exile a Separatist card from the galaxy row. If you do, repair 2 damage from your base.	3	3	1	1		card		The lightly-armored Munificent-class Frigate is an important part of the Separatist fleet, capable of carrying 150,000 battle droids.	1	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_scs1.png	2	Separatist
cw_scs2	CapitalShip	Separatist Dreadnought			5	6	4			card		The right to command each mighty Providence-class dreadnought is often squabbled over by high ranking officials.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_scs2.png	2	Separatist
cw_scs3	CapitalShip	Droid Control Ship		Purchase a Droid from your exile pile as if it were in the galaxy row.	4	4		2		card		By providing support to seemingly endless droid armies, the Lucrehulk-class battleship can maintain lengthy planetary blockades.		1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_scs3.png	3	Separatist
cw_ss1	Unit	Separatist Shuttle				0		1		card	Transport.	Roughly resembling a Neimoidian soldier beetle, the large fin on the back of the Sheathipede-class transport shuttle allows it to bank quickly.	1	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ss1.png	7	Separatist
cw_ss2	Unit	B1 Battle Droid		Fielded en masse, the standard B1 Battle Droid often relies on command droids or organic officers to make decisions beyond who to shoot at.		0	2			card	Droid. Trooper.			0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ss2.png	2	Separatist
cw_ss3	Unit	Dark Side Agent		When you play Dark Side Agent, choose: They gain 1 [attack], 1 [resource], or 1 [force] this turn.		0				card	Outcast.	Not every force user is supervised by the Jedi when they first feel the temptation of the dark side.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ss3.png	1	Separatist
arquitens_command_cruiser	CapitalShip	Arquitens Command Cruiser		While Arquitens Command Cruiser is in play, each of your Trooper units gains 1 [attack].	5	5	1	2		mandalorian		They tend to get mad when you hijack their ships. –The Mandalorian		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/arquitens_command_cruiser.jpg	1	Mandalorian
arvala_VII	Base	Arvala VII		When your turn begins, if the Force marker is on the neutral space, gain 1 [resource]. If it is not, move the Force marker 1 space toward neutral.	16					mandalorian				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/arvala_VII.jpg	1	Mandalorian
axe_woves	Unit	Axe Woves	Gain 2 [force].	Place Axe Woves on top of the galaxy deck to move the Force marker to the neutral space.	3	3	3			mandalorian	Trooper.		3	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/axe_woves.jpg	1	Mandalorian
balutar_swoop_rider	Unit	Balutar Swoop Rider	Exile 1 card from your hand or discard pile.	When you purchase a card, move the [force] marker 1 space toward neutral.	2	2		2		mandalorian	Trooper.		2	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/balutar_swoop_rider.jpg	1	Mandalorian
bo-katan	Unit	Bo-Katan	Gain 4 [resource] and 4 [force].	If the Force marker is on the neutral space, add a Mandalorian card in your discard pile to your hand.	8	8	6	2		mandalorian	Trooper.		8	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/bo-katan.jpg	1	Mandalorian
captured_gozanti_cruiser	CapitalShip	Captured Gozanti Cruiser		If the Force marker is on the neutral space, draw 1 card.	3	3		2		mandalorian		“We are taking the ship for the battles ahead.” — Bo-Katan		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/captured_gozanti_cruiser.jpg	1	Mandalorian
child_of_the_watch	Unit	Child of the Watch		When you play Child of the Watch, choose: They gain 1 [attack], 1 [resource], or 1 [force] this turn.		0				mandalorian		Those who follow the Way of the Mandalore are viewed by some as religious zealots.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/child_of_the_watch.jpg	1	Mandalorian
clan_kryze_commando	Unit	Clan Kryze Commando	Exile 1 card from your hand or discard pile.	If the Force marker is on the neutral space, deal 2 damage to your opponent's base.	2	2	2			mandalorian	Trooper.		2	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/clan_kryze_commando.jpg	1	Mandalorian
concordia	Base	Concordia		When you reveal Concordia, exile up to 3 cards from your hand or discard pile.	12					mandalorian				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/concordia.jpg	1	Mandalorian
din's_starfighter	Unit	Din's Starfighter	Gain 3 [resource] and 3 [force].	If the Force marker is on the neutral space, destroy a capital ship your opponent has in play.	6	6	6			mandalorian	Fighter.		9	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/din's_starfighter.jpg	1	Mandalorian
foundling	Unit	Foundling	Gain 1 [resource].	Exile this unit to add the next Bounty Hunter or Trooper you purchase this turn to your hand.	1	1		2		mandalorian	Unit.	By creed, foundlings can join the Mandalorians when they come of age.	1	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/foundling.jpg	1	Mandalorian
gauntlet_dropship	Unit	Gauntlet Dropship	Exile 2 cards from your hand or discard pile.	Reveal the top 5 cards of your deck. Add a revealed Trooper to your hand.	5	5	3	2		mandalorian	Transport.	First team, prepare to drop. – Bo-Katan	5	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/gauntlet_dropship.jpg	1	Mandalorian
glavis_ringworld	Base	Glavis Ringworld		While Glavis Ringworld is your base, spend 1 fewer [resource] on the first Mandalorian card you purchase each turn.	16					mandalorian				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/glavis_ringworld.jpg	1	Mandalorian
grogu	Unit	Grogu	Gain 3 [resource] and 2 [force].	Draw 1 card (2 cards instead if you have The Mandalorian in play).	5	5	3		2	mandalorian		Wherever I go, he goes. —The Mandalorian	5	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/grogu.jpg	1	Mandalorian
kalevala	Base	Kalevala		When you play a Trooper, repair 1 damage from this base.	18					mandalorian				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/kalevala.jpg	1	Mandalorian
koska_reeves	Unit	Koska Reeves	Gain 3 [force].	Koska Reeves can attack a neutral unit in the galaxy row using that unit's cost as its target value. If you defeat that unit, gain [resource] equal to its cost.	4	4	4			mandalorian	Trooper.		4	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/koska_reeves.jpg	1	Mandalorian
mandalore	Base	Mandalore		When you reveal Mandalore, purchase a Mandalorian or neutral card from the galaxy row for free and add it to your hand.	10					mandalorian				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/mandalore.jpg	1	Mandalorian
mandalorian_hijacker	Unit	Mandalorian Hijacker	Gain 3 [force].	This unit can attack a capital ship in the galaxy row. If you destroy it, exile this unit to purchase that ship for free and add it to your hand.	4	4	4			mandalorian	Trooper.		4	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/mandalorian_hijacker.jpg	1	Mandalorian
mandalorian_hunter	Unit	Mandalorian Hunter	Gain 2 [force].	If the Force is with you, move the Force marker to the neutral space. This unit gains 1 [attack] for each space the Force marker moved this way.	3	3	3			mandalorian	Bounty Hunter.		3	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/mandalorian_hunter.jpg	1	Mandalorian
mandalorian_shuttle	Unit	Mandalorian Shuttle				0		1		mandalorian	Transport.	The Mandalorian Kom'rk-class transport sports a rotating-wing design that enables vertical take-off and landing.		0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/mandalorian_shuttle.jpg	1	Mandalorian
mandalorian_soldier	Unit	Mandalorian Soldier		Mandalorian shock troops descend upon their enemies wearing jetpacks and beskar armor.		0	2			mandalorian	Trooper.			0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/mandalorian_soldier.jpg	1	Mandalorian
paz_vizsla	Unit	Paz Vizsla	Gain 1 [force].	Spend up to 3 [resource]. Paz Vizsla gains 1 [attack] for each [resource] spent this way.	2	2	2			mandalorian	Trooper.	Get out of here! We'll hold 'em off!	2	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/paz_vizsla.jpg	1	Mandalorian
protectorate_fighter	Unit	Protectorate Fighter	Gain 4 [resource].	When you purchase this unit, add it to your hand (and draw 1 card if the Force marker is on the neutral space).	4	4	4			mandalorian	Fighter.		4	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/protectorate_fighter.jpg	1	Mandalorian
razorcrest	Unit	Razor Crest	Purchase a card of your faction for free.	Add the next Bounty Hunter or Trooper you purchase this turn to your hand.	7	7	4	3		mandalorian	Transport.		7	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/razorcrest.jpg	1	Mandalorian
survivor_langskib	Unit	Survivor Langskib	Gain 3 [resource].	Choose: Move the Force marker to the neutral space, or gain 3 [resource].	3	3				mandalorian	Vehicle.	The langskib is used by Mandalorian remnants to travel the devastated surface of Mandalore.	3	0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/survivor_langskib.jpg	1	Mandalorian
tattooine	Base	Tatooine		When you play a neutral card for the first time each turn, draw 1 card.	14					mandalorian				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/tattooine.jpg	1	Mandalorian
the_armorer	Unit	The Armorer	Gain 3 [resource] and 3 [force].	Repair 3 damage from your base (5 damage instead if the Force marker is on the neutral space).	6	6	3	3		mandalorian	Trooper.		9	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/the_armorer.jpg	1	Mandalorian
the_mandalorian	Unit	The Mandalorian	Gain 3 [resource] and 2 [force].	When The Mandalorian defeats a target in the galaxy row, choose a card in your discard pile. Place that card on top of your deck or exile it.	5	5	5			mandalorian	Bounty Hunter.		5	1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/the_mandalorian.jpg	1	Mandalorian
trask	Base	Trask		When you reveal Trask, choose a capital ship in the galaxy row. You can use your units to attack that ship this turn. If you destroy it, purchase it for free and add it to your hand.	14					mandalorian				1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/trask.jpg	1	Mandalorian
tython	Base	Tython		When you reveal Tython, move the Force marker to the neutral space.	14					mandalorian	Seeing Stone.			0	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/tython.jpg	1	Mandalorian
concord_dawn	Base	Concord Dawn		Start the game with this base in play.	8					mandalorian	Mandalorian Outpost.			1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/concord_dawn.jpg	1	Mandalorian
nevarro	Base	Nevarro		When you defeat a non-Permanent target in the galaxy row, draw 1 card.	14					mandalorian	Bounty Hunters Guild.			1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/mandalorian/nevarro.jpg	1	Mandalorian
